,story_name,document_id,word,word_n,paragraph_n,number_word,lp_GroNLP_gpt2.medium.dutch.embeddings,lp_GroNLP_gpt2.small.dutch,lp_yhavinga_gpt2.large.dutch,lp_yhavinga_gpt.neo.125M.dutch,zipf_freq,zero_freq,lp,sd_lp,se_lp,wl,s_lp,s_wl,s_freq,s_lp1,s_lp2,s_lp3,s_wl1,s_wl2,s_wl3,s_freq1,s_freq2,s_freq3,word_rm_punct,pos
11,mijn heer zak met rijst,1,"brug,",10,0,11,-8.21374475955963,-9.95886564254761,-9.71418905258179,-9.87535977363586,1.35550232686675,True,-9.44053980708122,0.824144015168271,0.412072007584135,5,-1.10810656987289,-0.0729157292940105,-1.52905501871149,0.384177947538468,0.0610526089104469,-6.22460049225587,-0.713901874399868,-0.713901874399868,0.888563488364776,1.11061676020054,0.724378190532276,-1.52905501871149,brug,NOUN
12,mijn heer zak met rijst,1,die,11,0,12,-2.62844347953796,-2.02826690673828,-2.25770783424377,-1.50303888320923,6.85387078272722,False,-2.10436427593231,0.471011781897714,0.235505890948857,3,0.74182652436404,-0.713901874399868,0.932855882786839,-1.10810656987289,0.384177947538468,0.0610526089104469,-0.0729157292940105,-0.713901874399868,-0.713901874399868,-1.52905501871149,1.11061676020054,0.724378190532276,die,PRON
13,mijn heer zak met rijst,1,over,12,0,13,-3.96701812744141,-4.06816625595093,-4.05931091308594,-3.99359941482544,6.42799853675467,False,-4.02202367782593,0.0495076584297221,0.0247538292148611,4,0.258258270581811,-0.393408801846939,0.742170312435891,0.74182652436404,-1.10810656987289,0.384177947538468,-0.713901874399868,-0.0729157292940105,-0.713901874399868,0.932855882786839,-1.52905501871149,1.11061676020054,over,ADP
14,mijn heer zak met rijst,1,het,13,0,14,-2.56777405738831,-1.77503287792206,-1.73012256622314,-1.87014782428741,7.38423498674279,False,-1.98576933145523,0.392370129405709,0.196185064702855,3,0.771732121860421,-0.713901874399868,1.17032803950248,0.258258270581811,0.74182652436404,-1.10810656987289,-0.393408801846939,-0.713901874399868,-0.0729157292940105,0.742170312435891,0.932855882786839,-1.52905501871149,het,DET
15,mijn heer zak met rijst,1,mooie,14,0,15,-8.75826930999756,-8.85942077636719,-8.06236362457275,-8.17500591278076,5.40503044914447,False,-8.46376490592957,0.403229114617813,0.201614557308907,5,-0.861797275937896,-0.0729157292940105,0.28413329527526,0.771732121860421,0.258258270581811,0.74182652436404,-0.713901874399868,-0.393408801846939,-0.713901874399868,1.17032803950248,0.742170312435891,0.932855882786839,mooie,ADJ
16,mijn heer zak met rijst,1,meer,15,0,16,-8.58669376373291,-7.81276893615723,-1.79118549823761,-3.13271164894104,6.30503382214651,False,-5.3308399617672,3.37251030215991,1.68625515107996,4,-0.0717805279255041,-0.393408801846939,0.687112494135123,-0.861797275937896,0.771732121860421,0.258258270581811,-0.0729157292940105,-0.713901874399868,-0.393408801846939,0.28413329527526,1.17032803950248,0.742170312435891,meer,PRON
17,mijn heer zak met rijst,1,Biwa,16,0,17,-18.8968515396118,-22.1265530586243,-17.7781715393066,-23.9997825622559,1.35550232686675,True,-20.7003396749496,2.87007805060187,1.43503902530093,4,-3.94744381331971,-0.393408801846939,-1.52905501871149,-0.0717805279255041,-0.861797275937896,0.771732121860421,-0.393408801846939,-0.0729157292940105,-0.713901874399868,0.687112494135123,0.28413329527526,1.17032803950248,biwa,SYM
18,mijn heer zak met rijst,1,was,17,0,18,-3.6515576839447,-3.30281639099121,-3.63322591781616,-3.53756260871887,6.72080682102099,False,-3.53129065036774,0.160306771300524,0.0801533856502619,3,0.382004391987362,-0.713901874399868,0.873276096428222,-3.94744381331971,-0.0717805279255041,-0.861797275937896,-0.393408801846939,-0.393408801846939,-0.0729157292940105,-1.52905501871149,0.687112494135123,0.28413329527526,was,AUX
19,mijn heer zak met rijst,1,gespannen.,18,0,19,-7.85954999923706,-9.97246313095093,-4.82925337553024,-5.2810230255127,1.83262358158642,False,-6.98557238280773,2.39725908681589,1.19862954340794,10,-0.489047570513603,1.52954963347063,-1.31542255159683,0.382004391987362,-3.94744381331971,-0.0717805279255041,-0.713901874399868,-0.393408801846939,-0.393408801846939,0.873276096428222,-1.52905501871149,0.687112494135123,gespannen,ADJ
20,mijn heer zak met rijst,1,Hij,19,0,20,-1.91273164749146,-1.60779428482056,-1.2751876115799,-3.54803109169006,1.35550232686675,True,-2.08593615889549,1.00890274622029,0.504451373110144,3,0.746473466551578,-0.713901874399868,-1.52905501871149,-0.489047570513603,0.382004391987362,-3.94744381331971,1.52954963347063,-0.713901874399868,-0.393408801846939,-1.31542255159683,0.873276096428222,-1.52905501871149,hij,PRON
